,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
39332,1,2012-8,7500,1 to 2,1
39333,1,2013-9,5000,1 to 2,1
39334,0,2013-11,4000,0 to 1,1
39335,3,2013-9,9500,3 to 4,1
39336,2,2013-9,10000,2 to 3,1
39337,0,2013-6,4000,0 to 1,1
39338,2,2013-11,15000,2 to 3,1
39339,0,2011-9,2000,0 to 1,1
39340,1,2011-11,2500,1 to 2,1
39341,0,2013-8,4000,0 to 1,1
39342,1,2014-1,4000,1 to 2,1
39343,2,2013-4,7500,2 to 3,1
39344,0,2012-11,3500,0 to 1,1
39345,2,2014-1,10000,2 to 3,1
39346,1,2013-10,15000,1 to 2,1
39347,1,2013-12,8000,1 to 2,1
39348,4,2012-7,25000,4+,1
39349,2,2013-12,20000,2 to 3,1
39350,1,2011-3,5000,1 to 2,1
39351,2,2011-5,7252,2 to 3,1
39352,2,2011-4,7500,2 to 3,1
39353,1,2011-5,9500,1 to 2,1
39354,1,2013-12,7000,1 to 2,1
39355,0,2013-5,2000,0 to 1,1
39356,2,2014-1,25000,2 to 3,1
39357,1,2011-11,10000,1 to 2,1
39358,0,2013-9,4000,0 to 1,1
39359,2,2013-3,15000,2 to 3,1
39360,3,2013-11,15000,3 to 4,1
39361,4,2012-4,13000,4+,1
39362,2,2013-6,12000,2 to 3,1
39363,1,2013-3,10000,1 to 2,1
39364,0,2011-5,3500,0 to 1,1
39365,1,2013-11,20000,1 to 2,1
39366,0,2013-12,2000,0 to 1,1
39367,2,2013-10,4000,2 to 3,1
39368,1,2013-9,11000,1 to 2,1
39369,2,2013-8,15000,2 to 3,1
39370,1,2013-5,5000,1 to 2,1
39371,3,2013-6,15000,3 to 4,1
39372,0,2012-10,4000,0 to 1,1
39373,1,2014-1,12000,1 to 2,1
39374,1,2012-10,8000,1 to 2,1
39375,0,2014-1,5000,0 to 1,1
39376,1,2013-10,2000,1 to 2,1
39377,0,2011-9,7500,0 to 1,1
39378,0,2013-6,10000,0 to 1,1
39379,3,2012-4,3747,3 to 4,1
39380,2,2013-12,10000,2 to 3,1
39381,2,2013-2,5000,2 to 3,1
39382,1,2013-10,15000,1 to 2,1
39383,0,2011-12,2000,0 to 1,1
39384,1,2013-7,4000,1 to 2,1
39385,1,2013-9,4000,1 to 2,1
39386,0,2012-3,3500,0 to 1,1
39387,1,2014-1,4000,1 to 2,1
39388,0,2012-9,4500,0 to 1,1
39389,2,2013-5,21000,2 to 3,1
39390,2,2012-2,10000,2 to 3,1
39391,1,2013-8,10000,1 to 2,1
39392,4,2012-2,15000,4+,1
39393,0,2013-6,2000,0 to 1,1
39394,1,2010-12,7000,1 to 2,1
39395,2,2013-7,21100,2 to 3,1
39396,0,2013-4,3000,0 to 1,1
39397,0,2013-12,7500,0 to 1,1
39398,1,2013-10,4000,1 to 2,1
39399,0,2012-10,15000,0 to 1,1
39400,2,2013-6,10000,2 to 3,1
39401,3,2012-2,4000,3 to 4,1
39402,2,2013-12,10000,2 to 3,1
39403,4,2012-5,15000,4+,1
39404,1,2014-1,10000,1 to 2,1
39405,0,2012-8,5500,0 to 1,1
39406,2,2012-6,9000,2 to 3,1
39407,2,2010-9,13000,2 to 3,1
39408,0,2011-10,2000,0 to 1,1
39409,1,2013-7,12000,1 to 2,1
39410,1,2012-10,4000,1 to 2,1
39411,0,2013-7,2000,0 to 1,1
39412,0,2010-11,15000,0 to 1,1
39413,1,2011-3,2000,1 to 2,1
39414,4,2012-3,13000,4+,1
39415,1,2014-2,3000,1 to 2,1
39416,3,2013-12,20000,3 to 4,1
39417,1,2013-11,10758,1 to 2,1
39418,2,2012-7,8300,2 to 3,1
39419,1,2012-3,2000,1 to 2,1
39420,2,2013-10,19000,2 to 3,1
39421,1,2012-1,10000,1 to 2,1
39422,0,2012-3,10000,0 to 1,1
39423,0,2011-11,14000,0 to 1,1
39424,1,2013-12,13000,1 to 2,1
39425,1,2012-5,5500,1 to 2,1
39426,2,2013-10,15000,2 to 3,1
39427,2,2013-6,12000,2 to 3,1
39428,3,2011-8,10000,3 to 4,1
39429,3,2012-7,20000,3 to 4,1
39430,2,2013-5,10000,2 to 3,1
39431,0,2011-2,8000,0 to 1,1
39432,2,2013-11,8500,2 to 3,1
39433,1,2013-4,25000,1 to 2,1
39434,3,2013-6,10000,3 to 4,1
39435,1,2013-11,10000,1 to 2,1
39436,0,2013-11,7500,0 to 1,1
39437,1,2012-9,4000,1 to 2,1
39438,2,2012-9,25000,2 to 3,1
39439,2,2013-7,20000,2 to 3,1
39440,2,2013-12,10000,2 to 3,1
39441,1,2011-12,6000,1 to 2,1
39442,1,2011-12,7000,1 to 2,1
39443,1,2013-9,15000,1 to 2,1
39444,0,2011-10,4000,0 to 1,1
39445,1,2013-12,4000,1 to 2,1
39446,2,2013-8,12000,2 to 3,1
39447,0,2012-5,3000,0 to 1,1
39448,3,2013-3,10000,3 to 4,1
39449,1,2011-3,10000,1 to 2,1
39450,2,2013-9,11000,2 to 3,1
39451,0,2013-8,8000,0 to 1,1
39452,1,2012-1,4000,1 to 2,1
39453,1,2013-8,13000,1 to 2,1
39454,3,2012-11,7060,3 to 4,1
39455,2,2013-6,12400,2 to 3,1
39456,2,2013-3,10000,2 to 3,1
39457,1,2011-12,7500,1 to 2,1
39458,1,2012-8,4000,1 to 2,1
39459,2,2014-2,20000,2 to 3,1
39460,2,2013-10,15000,2 to 3,1
39461,3,2012-6,15000,3 to 4,1
39462,0,2011-9,4000,0 to 1,1
39463,0,2013-9,6000,0 to 1,1
39464,2,2013-5,15000,2 to 3,1
39465,0,2013-5,10000,0 to 1,1
39466,2,2013-7,7200,2 to 3,1
39467,1,2014-1,9000,1 to 2,1
39468,1,2014-1,19000,1 to 2,1
39469,1,2014-2,35000,1 to 2,1
39470,2,2013-4,15000,2 to 3,1
39471,0,2014-2,6000,0 to 1,1
39472,0,2013-10,4500,0 to 1,1
39473,2,2012-9,4000,2 to 3,1
39474,0,2012-1,3000,0 to 1,1
39475,2,2012-5,7000,2 to 3,1
39476,1,2013-7,8500,1 to 2,1
39477,2,2013-9,13000,2 to 3,1
39478,3,2012-5,10000,3 to 4,1
39479,3,2012-5,15000,3 to 4,1
39480,2,2011-11,5000,2 to 3,1
39481,3,2013-6,10000,3 to 4,1
39482,0,2011-11,7000,0 to 1,1
39483,1,2013-8,14000,1 to 2,1
39484,1,2013-7,7500,1 to 2,1
39485,3,2013-10,15000,3 to 4,1
39486,3,2013-10,10000,3 to 4,1
39487,0,2012-5,2400,0 to 1,1
39488,2,2012-3,15000,2 to 3,1
39489,2,2013-4,11925,2 to 3,1
39490,1,2012-9,3800,1 to 2,1
39491,2,2014-2,15000,2 to 3,1
39492,1,2012-12,15000,1 to 2,1
39493,0,2012-1,3000,0 to 1,1
39494,3,2013-4,15000,3 to 4,1
39495,0,2011-10,5000,0 to 1,1
39496,1,2012-8,2000,1 to 2,1
39497,1,2013-12,7000,1 to 2,1
39498,0,2014-1,2000,0 to 1,1
39499,2,2013-11,10000,2 to 3,1
39500,3,2013-11,10000,3 to 4,1
39501,2,2013-10,25000,2 to 3,1
39502,0,2011-1,7500,0 to 1,1
39503,2,2014-1,10000,2 to 3,1
39504,0,2011-8,2000,0 to 1,1
39505,0,2012-10,4000,0 to 1,1
39506,1,2012-3,12000,1 to 2,1
39507,2,2012-5,15000,2 to 3,1
39508,1,2012-1,4000,1 to 2,1
39509,3,2013-11,15000,3 to 4,1
39510,1,2011-9,10000,1 to 2,1
39511,2,2014-2,10000,2 to 3,1
39512,0,2013-5,4000,0 to 1,1
39513,0,2012-9,7500,0 to 1,1
39514,0,2011-11,3000,0 to 1,1
39515,3,2014-1,10000,3 to 4,1
39516,2,2013-7,15000,2 to 3,1
39517,1,2012-11,6000,1 to 2,1
39518,0,2012-7,2000,0 to 1,1
39519,1,2013-10,10000,1 to 2,1
39520,1,2012-10,8000,1 to 2,1
39521,3,2013-10,15000,3 to 4,1
39522,2,2012-8,25000,2 to 3,1
39523,1,2013-7,6500,1 to 2,1
39524,3,2013-7,10000,3 to 4,1
39525,1,2013-1,8000,1 to 2,1
39526,1,2011-9,9500,1 to 2,1
39527,1,2013-7,4000,1 to 2,1
39528,4,2012-6,15500,4+,1
39529,0,2013-7,6600,0 to 1,1
39530,2,2012-2,16000,2 to 3,1
39531,3,2011-10,8500,3 to 4,1
39532,0,2014-2,13000,0 to 1,1
39533,0,2013-12,4000,0 to 1,1
39534,1,2013-11,20000,1 to 2,1
39535,0,2012-6,6000,0 to 1,1
39536,2,2013-1,13000,2 to 3,1
39537,3,2013-9,10000,3 to 4,1
39538,2,2013-7,15000,2 to 3,1
39539,3,2013-11,10000,3 to 4,1
39540,0,2011-12,4000,0 to 1,1
39541,0,2013-9,7000,0 to 1,1
39542,2,2013-11,7000,2 to 3,1
39543,1,2011-10,2000,1 to 2,1
39544,0,2013-3,4000,0 to 1,1
39545,0,2013-11,4000,0 to 1,1
39546,0,2013-2,2000,0 to 1,1
39547,0,2013-12,3800,0 to 1,1
39548,2,2013-9,25000,2 to 3,1
39549,1,2013-6,10000,1 to 2,1
39550,2,2012-7,8500,2 to 3,1
39551,0,2012-7,3000,0 to 1,1
39552,0,2013-7,5000,0 to 1,1
39553,0,2013-11,5000,0 to 1,1
39554,2,2013-9,6000,2 to 3,1
39555,1,2011-10,6500,1 to 2,1
39556,1,2014-1,10000,1 to 2,1
39557,1,2011-8,9000,1 to 2,1
39558,4,2012-6,15000,4+,1
39559,0,2013-10,3000,0 to 1,1
39560,0,2011-1,2000,0 to 1,1
39561,2,2013-6,15000,2 to 3,1
39562,2,2013-8,10000,2 to 3,1
39563,1,2011-8,10000,1 to 2,1
39564,2,2013-10,25000,2 to 3,1
39565,4,2011-5,15000,4+,1
39566,2,2014-1,25000,2 to 3,1
39567,0,2013-11,7000,0 to 1,1
39568,1,2014-1,7000,1 to 2,1
39569,1,2014-2,9000,1 to 2,1
39570,2,2012-1,18500,2 to 3,1
39571,3,2011-12,10000,3 to 4,1
39572,1,2013-1,15000,1 to 2,1
39573,1,2011-5,6460,1 to 2,1
39574,2,2013-9,20000,2 to 3,1
39575,1,2012-4,15000,1 to 2,1
39576,0,2012-5,15000,0 to 1,1
39577,2,2014-2,9372,2 to 3,1
39578,3,2013-6,15000,3 to 4,1
39579,0,2012-3,2000,0 to 1,1
39580,0,2013-12,2000,0 to 1,1
39581,2,2013-12,7500,2 to 3,1
39582,0,2013-11,10000,0 to 1,1
39583,2,2013-12,10000,2 to 3,1
39584,3,2012-11,18000,3 to 4,1
39585,2,2014-2,29000,2 to 3,1
39586,0,2012-9,4000,0 to 1,1
39587,0,2012-1,3500,0 to 1,1
39588,4,2012-7,12000,4+,1
39589,3,2014-1,10000,3 to 4,1
39590,2,2013-12,10000,2 to 3,1
39591,0,2011-11,3000,0 to 1,1
39592,0,2010-9,5000,0 to 1,1
39593,0,2011-8,4000,0 to 1,1
39594,3,2014-2,20000,3 to 4,1
39595,1,2013-12,8000,1 to 2,1
39596,0,2012-9,4000,0 to 1,1
39597,1,2013-10,10000,1 to 2,1
39598,0,2012-5,4000,0 to 1,1
39599,1,2013-10,10000,1 to 2,1
39600,2,2013-6,7500,2 to 3,1
39601,1,2011-5,5000,1 to 2,1
39602,1,2014-1,7000,1 to 2,1
39603,1,2012-10,7500,1 to 2,1
39604,2,2013-9,8500,2 to 3,1
39605,0,2011-4,2500,0 to 1,1
39606,1,2013-11,8000,1 to 2,1
39607,3,2013-7,15000,3 to 4,1
39608,2,2010-10,5000,2 to 3,1
39609,3,2011-5,5500,3 to 4,1
39610,2,2014-2,25000,2 to 3,1
39611,1,2011-5,7000,1 to 2,1
39612,2,2013-4,13000,2 to 3,1
39613,0,2012-4,4000,0 to 1,1
39614,3,2014-2,20000,3 to 4,1
39615,3,2013-4,10000,3 to 4,1
39616,0,2011-11,4000,0 to 1,1
39617,0,2013-6,3000,0 to 1,1
39618,2,2013-8,9000,2 to 3,1
39619,0,2013-5,3000,0 to 1,1
39620,1,2013-3,25000,1 to 2,1
39621,1,2013-2,8500,1 to 2,1
39622,2,2014-1,10000,2 to 3,1
39623,2,2013-5,15000,2 to 3,1
39624,3,2013-11,20000,3 to 4,1
39625,2,2014-2,10000,2 to 3,1
39626,0,2014-1,4000,0 to 1,1
39627,2,2013-12,4000,2 to 3,1
39628,0,2013-2,4000,0 to 1,1
39629,2,2013-11,12000,2 to 3,1
39630,0,2013-8,6500,0 to 1,1
39631,1,2014-2,10000,1 to 2,1
39632,2,2013-5,13500,2 to 3,1
39633,1,2013-6,4000,1 to 2,1
39634,0,2014-2,3500,0 to 1,1
39635,1,2012-10,4000,1 to 2,1
39636,0,2013-11,5500,0 to 1,1
39637,0,2013-2,4000,0 to 1,1
39638,2,2014-2,17000,2 to 3,1
39639,1,2012-4,12000,1 to 2,1
39640,2,2013-12,8500,2 to 3,1
39641,2,2014-2,15000,2 to 3,1
39642,0,2013-4,4000,0 to 1,1
39643,1,2013-6,10000,1 to 2,1
39644,0,2011-6,2500,0 to 1,1
39645,3,2012-7,13000,3 to 4,1
39646,1,2013-10,4000,1 to 2,1
39647,2,2013-7,20000,2 to 3,1
39648,1,2013-2,5000,1 to 2,1
39649,0,2011-12,5000,0 to 1,1
39650,1,2011-2,5200,1 to 2,1
39651,0,2013-6,10000,0 to 1,1
39652,3,2014-2,10000,3 to 4,1
39653,0,2012-7,3000,0 to 1,1
39654,1,2012-6,3000,1 to 2,1
39655,1,2013-5,6000,1 to 2,1
39656,1,2012-1,15000,1 to 2,1
39657,2,2013-10,14000,2 to 3,1
39658,2,2014-2,12000,2 to 3,1
39659,2,2011-7,13000,2 to 3,1
39660,3,2013-12,15000,3 to 4,1
39661,0,2012-6,4000,0 to 1,1
39662,2,2013-8,10000,2 to 3,1
39663,2,2013-3,14000,2 to 3,1
39664,2,2012-3,15000,2 to 3,1
39665,3,2013-9,10000,3 to 4,1
39666,2,2012-5,10000,2 to 3,1
39667,2,2013-10,15000,2 to 3,1
39668,4,2012-5,4000,4+,1
39669,2,2013-11,35000,2 to 3,1
39670,2,2013-10,15000,2 to 3,1
39671,2,2013-9,12000,2 to 3,1
39672,1,2013-5,15000,1 to 2,1
39673,0,2013-6,4500,0 to 1,1
39674,1,2011-8,6500,1 to 2,1
39675,0,2013-3,4000,0 to 1,1
39676,0,2013-4,11500,0 to 1,1
39677,0,2013-5,4000,0 to 1,1
39678,2,2012-7,15000,2 to 3,1
39679,3,2014-1,35000,3 to 4,1
39680,2,2013-5,25000,2 to 3,1
39681,2,2013-7,20000,2 to 3,1
39682,3,2012-6,18000,3 to 4,1
39683,1,2014-2,8500,1 to 2,1
39684,3,2013-12,25000,3 to 4,1
39685,0,2013-11,5000,0 to 1,1
39686,1,2013-9,20000,1 to 2,1
39687,2,2012-8,11600,2 to 3,1
39688,2,2011-3,10948,2 to 3,1
39689,3,2013-7,20000,3 to 4,1
39690,2,2014-1,10000,2 to 3,1
39691,1,2011-1,7500,1 to 2,1
39692,1,2013-9,9000,1 to 2,1
39693,4,2011-7,7500,4+,1
39694,1,2012-7,15000,1 to 2,1
39695,0,2013-1,4000,0 to 1,1
39696,1,2012-9,3500,1 to 2,1
39697,1,2013-7,13000,1 to 2,1
39698,0,2011-3,2500,0 to 1,1
39699,1,2012-8,9000,1 to 2,1
39700,0,2012-12,2000,0 to 1,1
39701,1,2013-10,15000,1 to 2,1
39702,3,2013-1,15000,3 to 4,1
39703,1,2014-1,2650,1 to 2,1
39704,0,2013-7,4000,0 to 1,1
39705,0,2011-10,7500,0 to 1,1
39706,1,2013-4,3500,1 to 2,1
39707,1,2013-5,8000,1 to 2,1
39708,3,2013-7,10000,3 to 4,1
39709,3,2013-11,15000,3 to 4,1
39710,2,2011-3,10000,2 to 3,1
39711,1,2012-5,7000,1 to 2,1
39712,0,2013-12,10000,0 to 1,1
39713,2,2011-4,6000,2 to 3,1
39714,2,2012-4,9000,2 to 3,1
39715,1,2012-10,9000,1 to 2,1
39716,3,2013-5,10000,3 to 4,1
39717,0,2012-8,4000,0 to 1,1
39718,0,2012-9,4000,0 to 1,1
39719,3,2013-9,15000,3 to 4,1
39720,0,2013-8,10000,0 to 1,1
39721,4,2011-3,7500,4+,1
39722,0,2013-5,2000,0 to 1,1
39723,1,2013-11,15000,1 to 2,1
39724,0,2013-10,7000,0 to 1,1
39725,3,2013-11,20000,3 to 4,1
39726,3,2013-10,20000,3 to 4,1
39727,2,2014-1,24800,2 to 3,1
39728,2,2013-7,25000,2 to 3,1
39729,3,2014-1,20000,3 to 4,1
39730,4,2013-3,10000,4+,1
39731,0,2013-1,3000,0 to 1,1
39732,0,2011-8,4000,0 to 1,1
39733,0,2012-11,3600,0 to 1,1
39734,0,2013-6,4000,0 to 1,1
39735,3,2013-11,17000,3 to 4,1
39736,1,2012-10,4000,1 to 2,1
39737,1,2011-5,7500,1 to 2,1
39738,1,2013-10,8750,1 to 2,1
39739,1,2013-5,8500,1 to 2,1
39740,0,2011-10,2400,0 to 1,1
39741,0,2010-10,5000,0 to 1,1
39742,2,2013-12,10000,2 to 3,1
39743,2,2011-6,5500,2 to 3,1
39744,3,2013-7,10000,3 to 4,1
39745,1,2014-2,6500,1 to 2,1
39746,2,2014-2,20000,2 to 3,1
39747,0,2013-11,8000,0 to 1,1
39748,0,2014-2,2000,0 to 1,1
39749,1,2013-6,7500,1 to 2,1
39750,0,2013-2,2000,0 to 1,1
39751,0,2012-10,4000,0 to 1,1
39752,3,2013-12,35000,3 to 4,1
39753,1,2012-12,5000,1 to 2,1
39754,0,2012-9,2000,0 to 1,1
39755,1,2013-11,15000,1 to 2,1
39756,2,2011-2,12000,2 to 3,1
39757,2,2011-9,5300,2 to 3,1
39758,2,2013-12,8000,2 to 3,1
39759,0,2012-4,4000,0 to 1,1
39760,3,2013-10,15000,3 to 4,1
39761,0,2011-9,2500,0 to 1,1
39762,2,2013-9,10000,2 to 3,1
39763,3,2013-12,15000,3 to 4,1
39764,0,2013-2,4000,0 to 1,1
39765,0,2010-11,2000,0 to 1,1
39766,0,2012-2,4000,0 to 1,1
39767,0,2012-8,10000,0 to 1,1
39768,1,2012-5,4000,1 to 2,1
39769,3,2013-12,20000,3 to 4,1
39770,2,2014-2,12000,2 to 3,1
39771,0,2013-4,3000,0 to 1,1
39772,2,2013-10,20000,2 to 3,1
39773,2,2012-1,25000,2 to 3,1
39774,1,2013-5,5000,1 to 2,1
39775,2,2012-4,10000,2 to 3,1
39776,1,2013-11,6500,1 to 2,1
39777,2,2012-3,15000,2 to 3,1
39778,0,2013-12,2000,0 to 1,1
39779,2,2014-2,15000,2 to 3,1
39780,2,2014-2,20000,2 to 3,1
39781,1,2013-5,20000,1 to 2,1
39782,0,2013-9,3000,0 to 1,1
39783,1,2013-2,10000,1 to 2,1
39784,1,2014-1,3700,1 to 2,1
39785,3,2013-12,15000,3 to 4,1
39786,1,2013-10,10000,1 to 2,1
39787,2,2013-11,10000,2 to 3,1
39788,1,2012-10,7200,1 to 2,1
39789,1,2013-2,4000,1 to 2,1
39790,2,2011-6,6000,2 to 3,1
39791,0,2013-9,4000,0 to 1,1
39792,2,2012-9,9500,2 to 3,1
39793,1,2011-9,13000,1 to 2,1
39794,0,2013-1,2000,0 to 1,1
39795,2,2011-11,7500,2 to 3,1
39796,1,2013-11,7500,1 to 2,1
39797,3,2013-10,20000,3 to 4,1
39798,1,2013-12,3500,1 to 2,1
39799,1,2014-1,13000,1 to 2,1
39800,2,2013-8,25000,2 to 3,1
39801,0,2012-10,4000,0 to 1,1
39802,1,2014-2,15000,1 to 2,1
39803,2,2013-7,10000,2 to 3,1
39804,2,2012-4,5000,2 to 3,1
39805,1,2014-2,10000,1 to 2,1
39806,2,2014-1,9000,2 to 3,1
39807,0,2012-8,5000,0 to 1,1
39808,1,2012-11,5000,1 to 2,1
39809,0,2013-7,6000,0 to 1,1
39810,2,2013-10,15000,2 to 3,1
39811,1,2011-10,10000,1 to 2,1
39812,0,2011-5,2000,0 to 1,1
39813,2,2014-1,12000,2 to 3,1
39814,0,2014-1,10000,0 to 1,1
39815,2,2013-8,10000,2 to 3,1
39816,1,2013-7,10000,1 to 2,1
39817,1,2013-6,10000,1 to 2,1
39818,1,2014-2,4000,1 to 2,1
39819,3,2013-12,20000,3 to 4,1
39820,1,2014-2,15000,1 to 2,1
39821,0,2012-11,4000,0 to 1,1
39822,1,2012-10,16000,1 to 2,1
39823,1,2011-12,10000,1 to 2,1
39824,3,2013-10,10000,3 to 4,1
39825,1,2012-2,4000,1 to 2,1
39826,3,2013-11,33000,3 to 4,1
39827,1,2013-9,10000,1 to 2,1
39828,1,2011-2,5000,1 to 2,1
39829,1,2012-11,7000,1 to 2,1
39830,1,2013-11,10000,1 to 2,1
39831,1,2013-11,5000,1 to 2,1
39832,0,2013-11,9000,0 to 1,1
39833,2,2013-9,22500,2 to 3,1
39834,1,2013-8,4000,1 to 2,1
39835,3,2013-7,15000,3 to 4,1
39836,0,2012-9,4000,0 to 1,1
39837,3,2013-7,13500,3 to 4,1
39838,0,2014-1,2500,0 to 1,1
39839,3,2013-12,15000,3 to 4,1
39840,2,2013-9,9000,2 to 3,1
39841,2,2012-8,18600,2 to 3,1
39842,0,2013-9,3000,0 to 1,1
39843,0,2014-1,4000,0 to 1,1
39844,2,2013-8,20000,2 to 3,1
39845,0,2012-9,4000,0 to 1,1
39846,1,2012-10,13250,1 to 2,1
39847,2,2011-7,14838,2 to 3,1
39848,4,2013-11,3000,4+,1
39849,1,2012-8,8000,1 to 2,1
39850,1,2012-11,4900,1 to 2,1
39851,3,2013-12,15000,3 to 4,1
39852,1,2013-9,8000,1 to 2,1
39853,1,2012-12,4000,1 to 2,1
39854,0,2013-2,4000,0 to 1,1
39855,2,2013-12,10000,2 to 3,1
39856,2,2013-5,10000,2 to 3,1
39857,3,2013-10,15000,3 to 4,1
39858,1,2012-1,6000,1 to 2,1
39859,1,2011-9,6000,1 to 2,1
39860,0,2014-1,5000,0 to 1,1
39861,2,2013-10,15000,2 to 3,1
39862,0,2011-1,3000,0 to 1,1
39863,1,2012-9,4000,1 to 2,1
39864,0,2013-5,6500,0 to 1,1
39865,1,2013-8,3500,1 to 2,1
39866,2,2013-12,30000,2 to 3,1
39867,0,2012-10,2000,0 to 1,1
39868,1,2013-11,2000,1 to 2,1
39869,0,2014-1,5000,0 to 1,1
39870,3,2013-9,15000,3 to 4,1
39871,2,2014-1,25000,2 to 3,1
39872,1,2013-9,11669,1 to 2,1
39873,1,2010-10,5250,1 to 2,1
39874,1,2011-6,5000,1 to 2,1
39875,0,2012-6,3500,0 to 1,1
39876,1,2012-11,3500,1 to 2,1
39877,3,2014-1,10000,3 to 4,1
39878,1,2012-5,5000,1 to 2,1
39879,3,2013-12,15000,3 to 4,1
39880,2,2013-9,4000,2 to 3,1
39881,2,2012-1,20000,2 to 3,1
39882,2,2014-1,12000,2 to 3,1
39883,1,2013-10,12000,1 to 2,1
39884,3,2013-10,10000,3 to 4,1
39885,4,2012-11,12500,4+,1
39886,2,2013-11,4000,2 to 3,1
39887,4,2012-8,15000,4+,1
39888,3,2012-1,11000,3 to 4,1
39889,0,2012-3,4000,0 to 1,1
39890,3,2013-9,15000,3 to 4,1
39891,2,2013-11,10000,2 to 3,1
39892,0,2013-12,6000,0 to 1,1
39893,3,2011-9,10000,3 to 4,1
39894,1,2012-4,13000,1 to 2,1
39895,4,2012-10,15000,4+,1
39896,2,2013-3,15000,2 to 3,1
39897,2,2012-4,15000,2 to 3,1
39898,1,2013-7,7500,1 to 2,1
39899,0,2013-2,2000,0 to 1,1
39900,0,2013-6,4000,0 to 1,1
39901,1,2013-10,4000,1 to 2,1
39902,1,2012-2,3500,1 to 2,1
39903,2,2013-10,10000,2 to 3,1
39904,2,2014-2,8000,2 to 3,1
39905,1,2013-10,12000,1 to 2,1
39906,1,2012-8,13190,1 to 2,1
39907,1,2013-12,11780,1 to 2,1
39908,3,2013-11,15000,3 to 4,1
39909,1,2013-8,7000,1 to 2,1
39910,0,2011-6,4910,0 to 1,1
39911,4,2012-3,15000,4+,1
39912,1,2011-2,15000,1 to 2,1
39913,2,2013-2,13736,2 to 3,1
39914,0,2012-8,4000,0 to 1,1
39915,2,2014-2,10000,2 to 3,1
39916,1,2013-8,7500,1 to 2,1
39917,0,2012-8,8000,0 to 1,1
39918,0,2013-11,2500,0 to 1,1
39919,2,2013-9,25000,2 to 3,1
39920,0,2012-4,7500,0 to 1,1
39921,0,2012-6,2000,0 to 1,1
39922,1,2014-2,7382,1 to 2,1
39923,2,2013-12,9000,2 to 3,1
39924,1,2013-12,7500,1 to 2,1
39925,0,2011-11,2500,0 to 1,1
39926,1,2013-8,4000,1 to 2,1
39927,1,2013-7,4000,1 to 2,1
39928,0,2011-6,2000,0 to 1,1
39929,0,2012-1,2000,0 to 1,1
39930,3,2011-1,25000,3 to 4,1
39931,0,2013-11,19500,0 to 1,1
39932,0,2014-1,2000,0 to 1,1
39933,1,2013-6,4000,1 to 2,1
39934,1,2013-8,2500,1 to 2,1
39935,0,2012-4,4000,0 to 1,1
39936,0,2012-4,2400,0 to 1,1
39937,3,2014-2,20000,3 to 4,1
39938,0,2013-3,4000,0 to 1,1
39939,2,2013-6,6000,2 to 3,1
39940,2,2014-2,14000,2 to 3,1
39941,1,2013-3,3000,1 to 2,1
39942,2,2012-9,18000,2 to 3,1
39943,0,2013-10,8625,0 to 1,1
39944,1,2013-7,8000,1 to 2,1
39945,3,2013-5,15000,3 to 4,1
39946,3,2013-10,25000,3 to 4,1
39947,0,2013-8,10000,0 to 1,1
39948,0,2011-10,2000,0 to 1,1
39949,1,2014-1,18000,1 to 2,1
39950,0,2012-9,5000,0 to 1,1
39951,0,2010-10,3000,0 to 1,1
39952,0,2012-10,2000,0 to 1,1
39953,0,2013-5,4000,0 to 1,1
39954,1,2013-9,10000,1 to 2,1
39955,0,2013-1,2500,0 to 1,1
39956,2,2013-12,15000,2 to 3,1
39957,3,2013-10,10000,3 to 4,1
39958,1,2013-10,6400,1 to 2,1
39959,2,2013-5,15000,2 to 3,1
39960,2,2013-12,12000,2 to 3,1
39961,3,2014-1,10000,3 to 4,1
39962,1,2012-12,3000,1 to 2,1
39963,2,2010-12,15000,2 to 3,1
39964,1,2014-1,6000,1 to 2,1
39965,0,2011-7,3950,0 to 1,1
39966,1,2012-5,4000,1 to 2,1
39967,1,2012-5,6500,1 to 2,1
39968,1,2010-12,7000,1 to 2,1
39969,2,2013-12,20000,2 to 3,1
39970,1,2011-12,10000,1 to 2,1
39971,2,2013-12,8500,2 to 3,1
39972,0,2011-2,4000,0 to 1,1
39973,2,2012-8,15000,2 to 3,1
39974,2,2013-11,15000,2 to 3,1
39975,1,2013-10,10000,1 to 2,1
39976,1,2013-10,9000,1 to 2,1
39977,1,2011-10,6000,1 to 2,1
39978,3,2012-9,16500,3 to 4,1
39979,0,2012-9,2500,0 to 1,1
39980,2,2013-12,10000,2 to 3,1
39981,0,2011-5,7500,0 to 1,1
39982,2,2013-7,15000,2 to 3,1
39983,1,2013-3,15000,1 to 2,1
39984,4,2013-3,15000,4+,1
39985,2,2013-6,10000,2 to 3,1
39986,0,2012-4,3500,0 to 1,1
39987,0,2013-9,5000,0 to 1,1
39988,0,2011-9,2000,0 to 1,1
39989,2,2014-1,10000,2 to 3,1
39990,0,2010-9,7500,0 to 1,1
39991,1,2011-3,5000,1 to 2,1
39992,2,2011-12,9500,2 to 3,1
39993,0,2011-11,6500,0 to 1,1
39994,1,2013-5,10000,1 to 2,1
39995,1,2014-1,6500,1 to 2,1
39996,3,2013-6,30000,3 to 4,1
39997,2,2012-6,7000,2 to 3,1
39998,3,2013-11,25000,3 to 4,1
